week_start,split,StockCode,primary_units,deduplicated_units,same_week_reversal_units,training_p99_capped_units
2010-10-18,train,22197,1203,1203,1203,1203
2010-10-18,train,22386,144,144,144,144
2010-10-18,train,71459,72,72,72,72
2010-10-18,train,84077,385,385,385,385
2010-10-18,train,84270,820,820,820,820
2010-10-18,train,84347,731,730,731,731
2010-10-18,train,84568,2899,2899,2899,1459
2010-10-18,train,84598,2884,2884,2884,1444
2010-10-18,train,84755,16,16,16,16
2010-10-18,train,84879,1736,1736,1736,736
2010-10-18,train,84946,378,372,378,378
2010-10-18,train,84991,466,464,466,466
2010-10-18,train,84992,321,319,321,321
2010-10-18,train,85099B,543,543,543,543
2010-10-18,train,85099C,282,282,282,282
2010-10-18,train,85099F,154,154,154,154
2010-10-18,train,85123A,702,702,702,702
2010-10-25,train,15036,1398,1398,1398,798
2010-10-25,train,16014,4100,4100,4100,4100
2010-10-25,train,17003,36,36,36,36
2010-10-25,train,20725,196,195,196,196
2010-10-25,train,21212,348,348,348,348
2010-10-25,train,21213,630,630,630,630
2010-10-25,train,21232,439,439,439,439
2010-10-25,train,21977,424,423,424,424
2010-10-25,train,21980,125,124,125,125
2010-10-25,train,21982,70,70,70,70
2010-10-25,train,21984,6,6,6,6
2010-10-25,train,22086,457,454,457,457
2010-10-25,train,22178,531,525,435,531
2010-10-25,train,22197,2545,2545,2545,1153
2010-10-25,train,22386,137,137,137,137
2010-10-25,train,71459,136,136,40,136
2010-10-25,train,84077,682,682,682,682
2010-10-25,train,84270,272,272,272,272
2010-10-25,train,84347,166,166,166,166
2010-10-25,train,84568,5,5,5,5
2010-10-25,train,84598,3,3,3,3
2010-10-25,train,84755,136,128,136,136
2010-10-25,train,84879,951,943,951,951
2010-10-25,train,84946,397,391,397,397
2010-10-25,train,84991,407,406,407,407
2010-10-25,train,84992,290,290,290,290
2010-10-25,train,85099B,495,495,495,495
2010-10-25,train,85099C,243,243,243,243
2010-10-25,train,85099F,156,156,156,156
2010-10-25,train,85123A,1380,1378,1060,956
2010-11-01,train,15036,205,205,205,205
2010-11-01,train,16014,10,10,10,10
2010-11-01,train,17003,6780,6780,6780,5196
2010-11-01,train,20725,410,409,410,410
2010-11-01,train,21212,953,951,953,833
2010-11-01,train,21213,556,556,556,556
2010-11-01,train,21232,520,520,520,520
2010-11-01,train,21977,490,490,490,490
2010-11-01,train,21980,197,197,197,197
2010-11-01,train,21982,139,139,139,139
2010-11-01,train,21984,16,16,16,16
2010-11-01,train,22086,1525,1519,1525,829
2010-11-01,train,22178,1086,1050,1086,624
2010-11-01,train,22197,694,692,694,694
2010-11-01,train,22386,327,326,327,327
2010-11-01,train,71459,84,72,84,84
2010-11-01,train,84077,5301,5253,5301,2997
2010-11-01,train,84270,60,60,60,60
2010-11-01,train,84347,9679,9679,9679,919
2010-11-01,train,84568,32,32,32,32
2010-11-01,train,84598,7,7,7,7
2010-11-01,train,84755,178,178,178,178
2010-11-01,train,84879,936,936,936,936
2010-11-01,train,84946,511,511,511,511
2010-11-01,train,84991,600,600,600,480
2010-11-01,train,84992,410,410,410,290
2010-11-01,train,85099B,753,753,753,753
2010-11-01,train,85099C,181,181,181,181
2010-11-01,train,85099F,199,199,199,199
2010-11-01,train,85123A,994,989,994,994
2010-11-08,train,15036,130,130,130,130
2010-11-08,train,16014,6,6,6,6
2010-11-08,train,17003,548,548,548,548
2010-11-08,train,20725,254,253,254,254
2010-11-08,train,21212,800,794,800,800
2010-11-08,train,21213,186,185,186,186
2010-11-08,train,21232,958,958,958,886
2010-11-08,train,21977,491,491,491,491
2010-11-08,train,21980,211,211,211,211
2010-11-08,train,21982,356,356,356,356
2010-11-08,train,21984,205,205,205,205
2010-11-08,train,22086,1657,1656,1657,1173
2010-11-08,train,22178,1009,1003,1009,451
2010-11-08,train,22197,4087,4087,4087,2555
2010-11-08,train,22386,659,659,659,559
2010-11-08,train,71459,295,283,295,295
2010-11-08,train,84077,2556,2556,2556,2556
2010-11-08,train,84270,120,120,120,120
2010-11-08,train,84347,411,410,411,411
2010-11-08,train,84568,309,309,309,309
2010-11-08,train,84598,1748,1748,1748,1748
2010-11-08,train,84755,152,152,152,152
2010-11-08,train,84879,5584,5584,5584,1888
2010-11-08,train,84946,1297,1285,1297,937
2010-11-08,train,84991,490,489,490,490
2010-11-08,train,84992,113,109,113,113
2010-11-08,train,85099B,2103,2100,2101,1403
2010-11-08,train,85099C,676,676,676,576
2010-11-08,train,85099F,1171,1170,1171,771
2010-11-08,train,85123A,1604,1602,1604,1084
2010-11-15,train,15036,331,331,331,331
2010-11-15,train,16014,0,0,0,0
2010-11-15,train,17003,1522,1522,1522,1522
2010-11-15,train,20725,529,526,529,379
2010-11-15,train,21212,1495,1494,1495,1375
2010-11-15,train,21213,675,673,675,675
2010-11-15,train,21232,359,359,359,359
2010-11-15,train,21977,705,705,705,705
2010-11-15,train,21980,169,169,169,169
2010-11-15,train,21982,293,293,293,293
2010-11-15,train,21984,110,110,110,110
2010-11-15,train,22086,1772,1772,1772,1057
2010-11-15,train,22178,442,442,442,442
2010-11-15,train,22197,1722,1722,1722,1324
2010-11-15,train,22386,689,689,689,589
2010-11-15,train,71459,81,81,81,81
2010-11-15,train,84077,730,730,730,730
2010-11-15,train,84270,0,0,0,0
2010-11-15,train,84347,1414,1411,1414,1414
2010-11-15,train,84568,637,637,637,637
2010-11-15,train,84598,604,604,604,604
2010-11-15,train,84755,170,162,170,170
2010-11-15,train,84879,1404,1388,1404,1404
2010-11-15,train,84946,855,831,855,836
2010-11-15,train,84991,743,743,743,743
2010-11-15,train,84992,2094,2094,2094,654
2010-11-15,train,85099B,954,954,954,854
2010-11-15,train,85099C,438,438,438,438
2010-11-15,train,85099F,320,320,320,320
2010-11-15,train,85123A,819,816,819,819
2010-11-22,train,15036,903,903,903,903
2010-11-22,train,16014,0,0,0,0
2010-11-22,train,17003,1757,1757,1757,1757
2010-11-22,train,20725,287,287,287,287
2010-11-22,train,21212,1043,1043,1043,683
2010-11-22,train,21213,569,569,569,569
2010-11-22,train,21232,518,512,518,518
2010-11-22,train,21977,847,847,847,607
2010-11-22,train,21980,596,596,584,596
2010-11-22,train,21982,1004,1004,1004,1004
2010-11-22,train,21984,62,62,62,62
2010-11-22,train,22086,1744,1744,1744,1584
2010-11-22,train,22178,1857,1827,1569,837
2010-11-22,train,22197,2207,2207,2207,1711
2010-11-22,train,22386,253,252,253,253
2010-11-22,train,71459,136,136,136,136
2010-11-22,train,84077,629,629,629,629
2010-11-22,train,84270,0,0,0,0
2010-11-22,train,84347,647,647,647,647
2010-11-22,train,84568,1452,1452,1452,1452
2010-11-22,train,84598,5,5,5,5
2010-11-22,train,84755,80,80,80,80
2010-11-22,train,84879,867,859,707,867
2010-11-22,train,84946,1036,1024,1036,1036
2010-11-22,train,84991,214,214,214,214
2010-11-22,train,84992,233,233,233,233
2010-11-22,train,85099B,1192,1192,1192,1192
2010-11-22,train,85099C,216,216,216,216
2010-11-22,train,85099F,164,164,164,164
2010-11-22,train,85123A,2083,2080,1987,1679
2010-11-29,train,15036,130,130,130,130
2010-11-29,train,16014,14,14,14,14
2010-11-29,train,17003,798,798,798,798
2010-11-29,train,20725,203,203,203,203
2010-11-29,train,21212,1167,1167,1167,1167
2010-11-29,train,21213,161,161,161,161
2010-11-29,train,21232,882,878,882,810
2010-11-29,train,21977,356,356,356,356
2010-11-29,train,21980,109,109,109,109
2010-11-29,train,21982,213,212,213,213
2010-11-29,train,21984,44,44,44,44
2010-11-29,train,22086,1143,1138,1143,1143
2010-11-29,train,22178,218,218,218,218
2010-11-29,train,22197,575,575,575,575
2010-11-29,train,22386,252,251,252,252
2010-11-29,train,71459,332,332,332,332
2010-11-29,train,84077,3654,3654,3654,2790
2010-11-29,train,84270,33,33,33,33
2010-11-29,train,84347,908,901,908,908
2010-11-29,train,84568,0,0,0,0
2010-11-29,train,84598,3,3,3,3
2010-11-29,train,84755,284,284,284,284
2010-11-29,train,84879,1184,1176,1184,1104
2010-11-29,train,84946,683,683,683,611
2010-11-29,train,84991,334,332,334,334
2010-11-29,train,84992,162,162,162,162
2010-11-29,train,85099B,1417,1397,1417,1417
2010-11-29,train,85099C,290,280,290,290
2010-11-29,train,85099F,120,120,120,120
2010-11-29,train,85123A,1369,1369,1369,1337
2010-12-06,train,15036,21,21,21,21
2010-12-06,train,16014,1001,1001,1001,1001
2010-12-06,train,17003,227,227,227,227
2010-12-06,train,20725,233,232,233,233
2010-12-06,train,21212,1008,1008,1008,1008
2010-12-06,train,21213,214,214,214,214
2010-12-06,train,21232,377,377,377,377
2010-12-06,train,21977,208,208,208,208
2010-12-06,train,21980,22,22,22,22
2010-12-06,train,21982,116,116,116,116
2010-12-06,train,21984,18,16,18,18
2010-12-06,train,22086,1049,1047,1049,1049
2010-12-06,train,22178,525,525,525,525
2010-12-06,train,22197,892,892,892,892
2010-12-06,train,22386,260,260,260,260
2010-12-06,train,71459,340,340,340,340
2010-12-06,train,84077,513,513,513,513
2010-12-06,train,84270,14,14,14,14
2010-12-06,train,84347,661,661,661,661
2010-12-06,train,84568,68,68,68,68
2010-12-06,train,84598,21,21,21,21
2010-12-06,train,84755,144,144,144,144
2010-12-06,train,84879,669,661,669,669
2010-12-06,train,84946,857,851,857,857
2010-12-06,train,84991,218,218,218,218
2010-12-06,train,84992,99,99,99,99
2010-12-06,train,85099B,842,842,842,742
2010-12-06,train,85099C,449,449,449,449
2010-12-06,train,85099F,151,151,151,151
2010-12-06,train,85123A,1044,1044,1044,1044
2010-12-13,train,15036,35,35,35,35
2010-12-13,train,16014,14,14,14,14
2010-12-13,train,17003,90,90,90,90
2010-12-13,train,20725,177,177,177,177
2010-12-13,train,21212,424,424,424,424
2010-12-13,train,21213,131,131,131,131
2010-12-13,train,21232,312,310,312,312
2010-12-13,train,21977,141,141,141,141
2010-12-13,train,21980,77,77,77,77
2010-12-13,train,21982,44,44,44,44
2010-12-13,train,21984,95,95,95,95
2010-12-13,train,22086,597,597,597,597
2010-12-13,train,22178,593,593,593,515
2010-12-13,train,22197,981,980,981,981
2010-12-13,train,22386,97,97,97,97
2010-12-13,train,71459,32,32,32,32
2010-12-13,train,84077,549,549,549,549
2010-12-13,train,84270,0,0,0,0
2010-12-13,train,84347,765,765,765,765
2010-12-13,train,84568,57,57,57,57
2010-12-13,train,84598,24,24,24,24
2010-12-13,train,84755,160,160,160,160
2010-12-13,train,84879,614,614,614,614
2010-12-13,train,84946,646,646,646,646
2010-12-13,train,84991,285,284,285,285
2010-12-13,train,84992,95,95,95,95
2010-12-13,train,85099B,407,407,407,407
2010-12-13,train,85099C,127,127,127,127
2010-12-13,train,85099F,228,228,228,228
2010-12-13,train,85123A,1430,1430,930,1058
2010-12-20,train,15036,18,18,18,18
2010-12-20,train,16014,0,0,0,0
2010-12-20,train,17003,0,0,0,0
2010-12-20,train,20725,44,44,44,44
2010-12-20,train,21212,1027,1027,1027,307
2010-12-20,train,21213,513,513,513,513
2010-12-20,train,21232,47,47,47,47
2010-12-20,train,21977,510,510,510,390
2010-12-20,train,21980,0,0,0,0
2010-12-20,train,21982,51,51,51,51
2010-12-20,train,21984,5,5,5,5
2010-12-20,train,22086,125,125,125,125
2010-12-20,train,22178,130,130,130,130
2010-12-20,train,22197,204,204,204,204
2010-12-20,train,22386,9,9,9,9
2010-12-20,train,71459,60,60,60,60
2010-12-20,train,84077,100,100,100,100
2010-12-20,train,84270,0,0,0,0
2010-12-20,train,84347,184,184,184,184
2010-12-20,train,84568,0,0,0,0
2010-12-20,train,84598,13,13,13,13
2010-12-20,train,84755,8,8,8,8
2010-12-20,train,84879,16,16,16,16
2010-12-20,train,84946,85,85,85,85
2010-12-20,train,84991,511,511,511,271
2010-12-20,train,84992,723,723,723,243
2010-12-20,train,85099B,170,170,170,170
2010-12-20,train,85099C,117,117,117,117
2010-12-20,train,85099F,8,8,8,8
2010-12-20,train,85123A,173,173,173,173
2010-12-27,validation,15036,0,0,0,0
2010-12-27,validation,16014,0,0,0,0
2010-12-27,validation,17003,0,0,0,0
2010-12-27,validation,20725,0,0,0,0
2010-12-27,validation,21212,0,0,0,0
2010-12-27,validation,21213,0,0,0,0
2010-12-27,validation,21232,0,0,0,0
2010-12-27,validation,21977,0,0,0,0
2010-12-27,validation,21980,0,0,0,0
2010-12-27,validation,21982,0,0,0,0
2010-12-27,validation,21984,0,0,0,0
2010-12-27,validation,22086,0,0,0,0
2010-12-27,validation,22178,0,0,0,0
2010-12-27,validation,22197,0,0,0,0
2010-12-27,validation,22386,0,0,0,0
2010-12-27,validation,71459,0,0,0,0
2010-12-27,validation,84077,0,0,0,0
2010-12-27,validation,84270,0,0,0,0
2010-12-27,validation,84347,0,0,0,0
2010-12-27,validation,84568,0,0,0,0
2010-12-27,validation,84598,0,0,0,0
2010-12-27,validation,84755,0,0,0,0
2010-12-27,validation,84879,0,0,0,0
2010-12-27,validation,84946,0,0,0,0
2010-12-27,validation,84991,0,0,0,0
2010-12-27,validation,84992,0,0,0,0
2010-12-27,validation,85099B,0,0,0,0
2010-12-27,validation,85099C,0,0,0,0
2010-12-27,validation,85099F,0,0,0,0
2010-12-27,validation,85123A,0,0,0,0
2011-01-03,validation,15036,18,18,18,18
2011-01-03,validation,16014,0,0,0,0
2011-01-03,validation,17003,864,864,864,864
2011-01-03,validation,20725,418,418,318,418
2011-01-03,validation,21212,252,252,252,252
2011-01-03,validation,21213,127,127,127,127
2011-01-03,validation,21232,124,124,124,124
2011-01-03,validation,21977,155,155,155,155
2011-01-03,validation,21980,85,85,85,85
2011-01-03,validation,21982,205,205,205,205
2011-01-03,validation,21984,24,24,24,24
2011-01-03,validation,22086,16,16,16,16
2011-01-03,validation,22178,372,372,372,372
2011-01-03,validation,22197,795,795,785,699
2011-01-03,validation,22386,533,533,513,533
2011-01-03,validation,71459,108,108,108,108
2011-01-03,validation,84077,625,625,625,625
2011-01-03,validation,84270,0,0,0,0
2011-01-03,validation,84347,9,9,9,9
2011-01-03,validation,84568,0,0,0,0
2011-01-03,validation,84598,0,0,0,0
2011-01-03,validation,84755,224,200,224,224
2011-01-03,validation,84879,480,472,480,480
2011-01-03,validation,84946,328,328,328,328
2011-01-03,validation,84991,170,170,146,170
2011-01-03,validation,84992,237,237,237,237
2011-01-03,validation,85099B,1354,1354,1254,1154
2011-01-03,validation,85099C,507,507,477,507
2011-01-03,validation,85099F,684,684,684,584
2011-01-03,validation,85123A,967,967,967,845
2011-01-10,validation,15036,159,159,159,159
2011-01-10,validation,16014,0,0,0,0
2011-01-10,validation,17003,8,8,8,8
2011-01-10,validation,20725,282,282,282,282
2011-01-10,validation,21212,331,330,331,331
2011-01-10,validation,21213,132,132,132,132
2011-01-10,validation,21232,28,28,28,28
2011-01-10,validation,21977,83,83,83,83
2011-01-10,validation,21980,26,26,26,26
2011-01-10,validation,21982,15,15,15,15
2011-01-10,validation,21984,16,16,16,16
2011-01-10,validation,22086,6,6,6,6
2011-01-10,validation,22178,204,204,156,204
2011-01-10,validation,22197,344,344,344,344
2011-01-10,validation,22386,323,323,323,323
2011-01-10,validation,71459,348,348,348,348
2011-01-10,validation,84077,193,193,193,193
2011-01-10,validation,84270,0,0,0,0
2011-01-10,validation,84347,13,13,13,13
2011-01-10,validation,84568,24,24,24,24
2011-01-10,validation,84598,6,6,6,6
2011-01-10,validation,84755,56,56,56,56
2011-01-10,validation,84879,402,394,402,402
2011-01-10,validation,84946,97,97,97,97
2011-01-10,validation,84991,294,293,294,294
2011-01-10,validation,84992,122,121,122,122
2011-01-10,validation,85099B,185,185,185,185
2011-01-10,validation,85099C,76,76,76,76
2011-01-10,validation,85099F,341,341,341,341
2011-01-10,validation,85123A,3329,3328,3329,645
2011-01-17,validation,15036,39,39,39,39
2011-01-17,validation,16014,0,0,0,0
2011-01-17,validation,17003,831,831,831,831
2011-01-17,validation,20725,128,128,128,128
2011-01-17,validation,21212,145,145,145,145
2011-01-17,validation,21213,79,79,79,79
2011-01-17,validation,21232,124,124,124,124
2011-01-17,validation,21977,34,34,34,34
2011-01-17,validation,21980,62,62,62,62
2011-01-17,validation,21982,16,16,16,16
2011-01-17,validation,21984,3,3,3,3
2011-01-17,validation,22086,2,2,2,2
2011-01-17,validation,22178,327,327,327,327
2011-01-17,validation,22197,251,251,251,251
2011-01-17,validation,22386,73,73,73,73
2011-01-17,validation,71459,188,188,188,188
2011-01-17,validation,84077,0,0,0,0
2011-01-17,validation,84270,0,0,0,0
2011-01-17,validation,84347,11,11,11,11
2011-01-17,validation,84568,32,32,32,32
2011-01-17,validation,84598,40,40,40,40
2011-01-17,validation,84755,216,216,216,216
2011-01-17,validation,84879,139,139,139,139
2011-01-17,validation,84946,237,231,237,237
2011-01-17,validation,84991,34,34,34,34
2011-01-17,validation,84992,168,166,168,168
2011-01-17,validation,85099B,274,274,274,274
2011-01-17,validation,85099C,58,58,48,58
2011-01-17,validation,85099F,139,139,139,139
2011-01-17,validation,85123A,399,396,399,399
2011-01-24,validation,15036,112,112,112,112
2011-01-24,validation,16014,10,10,10,10
2011-01-24,validation,17003,1440,1440,1440,1440
2011-01-24,validation,20725,161,161,161,161
2011-01-24,validation,21212,533,531,533,533
2011-01-24,validation,21213,184,184,184,184
2011-01-24,validation,21232,158,158,158,158
2011-01-24,validation,21977,96,96,96,96
2011-01-24,validation,21980,66,66,66,66
2011-01-24,validation,21982,54,54,54,54
2011-01-24,validation,21984,4,4,4,4
2011-01-24,validation,22086,0,0,0,0
2011-01-24,validation,22178,333,327,333,255
2011-01-24,validation,22197,239,239,239,239
2011-01-24,validation,22386,189,189,189,189
2011-01-24,validation,71459,112,112,112,112
2011-01-24,validation,84077,530,530,530,530
2011-01-24,validation,84270,0,0,0,0
2011-01-24,validation,84347,1,1,1,1
2011-01-24,validation,84568,16,16,16,16
2011-01-24,validation,84598,4,4,4,4
2011-01-24,validation,84755,92,84,92,92
2011-01-24,validation,84879,344,336,344,344
2011-01-24,validation,84946,129,129,129,129
2011-01-24,validation,84991,124,124,124,124
2011-01-24,validation,84992,352,327,352,352
2011-01-24,validation,85099B,482,482,482,482
2011-01-24,validation,85099C,211,211,211,211
2011-01-24,validation,85099F,93,93,93,93
2011-01-24,validation,85123A,517,515,517,517
2011-01-31,validation,15036,1901,1901,1901,1301
2011-01-31,validation,16014,0,0,0,0
2011-01-31,validation,17003,110,110,110,110
2011-01-31,validation,20725,347,347,347,347
2011-01-31,validation,21212,486,486,486,486
2011-01-31,validation,21213,195,195,195,195
2011-01-31,validation,21232,154,154,154,154
2011-01-31,validation,21977,811,811,811,691
2011-01-31,validation,21980,546,546,546,546
2011-01-31,validation,21982,2,2,2,2
2011-01-31,validation,21984,487,487,487,487
2011-01-31,validation,22086,0,0,0,0
2011-01-31,validation,22178,470,470,470,470
2011-01-31,validation,22197,107,107,107,107
2011-01-31,validation,22386,225,225,225,225
2011-01-31,validation,71459,12,12,12,12
2011-01-31,validation,84077,2788,2788,2788,2212
2011-01-31,validation,84270,0,0,0,0
2011-01-31,validation,84347,12,12,12,12
2011-01-31,validation,84568,96,96,96,96
2011-01-31,validation,84598,101,101,101,101
2011-01-31,validation,84755,48,48,48,48
2011-01-31,validation,84879,705,705,705,705
2011-01-31,validation,84946,160,160,160,160
2011-01-31,validation,84991,337,337,337,337
2011-01-31,validation,84992,350,350,350,350
2011-01-31,validation,85099B,945,945,945,945
2011-01-31,validation,85099C,226,226,226,226
2011-01-31,validation,85099F,381,381,381,381
2011-01-31,validation,85123A,548,548,548,548
2011-02-07,validation,15036,68,68,68,68
2011-02-07,validation,16014,0,0,0,0
2011-02-07,validation,17003,0,0,0,0
2011-02-07,validation,20725,155,155,155,155
2011-02-07,validation,21212,299,299,299,299
2011-02-07,validation,21213,38,38,38,38
2011-02-07,validation,21232,101,101,101,101
2011-02-07,validation,21977,75,75,75,75
2011-02-07,validation,21980,13,13,13,13
2011-02-07,validation,21982,1297,1297,1297,433
2011-02-07,validation,21984,22,22,22,22
2011-02-07,validation,22086,0,0,0,0
2011-02-07,validation,22178,230,224,230,230
2011-02-07,validation,22197,227,227,227,227
2011-02-07,validation,22386,95,95,95,95
2011-02-07,validation,71459,205,205,205,205
2011-02-07,validation,84077,48,48,48,48
2011-02-07,validation,84270,0,0,0,0
2011-02-07,validation,84347,11,11,11,11
2011-02-07,validation,84568,0,0,0,0
2011-02-07,validation,84598,13,13,13,13
2011-02-07,validation,84755,208,208,208,208
2011-02-07,validation,84879,160,160,160,160
2011-02-07,validation,84946,413,413,413,341
2011-02-07,validation,84991,83,83,83,83
2011-02-07,validation,84992,172,172,172,172
2011-02-07,validation,85099B,278,278,278,278
2011-02-07,validation,85099C,69,69,69,69
2011-02-07,validation,85099F,70,70,70,70
2011-02-07,validation,85123A,503,503,503,481
2011-02-14,validation,15036,762,762,762,762
2011-02-14,validation,16014,1500,1500,1500,1500
2011-02-14,validation,17003,254,254,254,254
2011-02-14,validation,20725,249,249,249,249
2011-02-14,validation,21212,334,334,334,334
2011-02-14,validation,21213,179,179,179,179
2011-02-14,validation,21232,110,110,110,110
2011-02-14,validation,21977,320,320,320,320
2011-02-14,validation,21980,70,70,70,70
2011-02-14,validation,21982,43,43,43,43
2011-02-14,validation,21984,54,54,54,54
2011-02-14,validation,22086,2,2,2,2
2011-02-14,validation,22178,133,133,133,133
2011-02-14,validation,22197,1040,1038,1040,944
2011-02-14,validation,22386,409,409,409,309
2011-02-14,validation,71459,48,48,48,48
2011-02-14,validation,84077,424,424,424,424
2011-02-14,validation,84270,0,0,0,0
2011-02-14,validation,84347,5,5,5,5
2011-02-14,validation,84568,300,300,300,300
2011-02-14,validation,84598,311,311,311,311
2011-02-14,validation,84755,96,96,96,96
2011-02-14,validation,84879,564,564,564,564
2011-02-14,validation,84946,225,224,225,225
2011-02-14,validation,84991,235,235,235,235
2011-02-14,validation,84992,102,102,102,102
2011-02-14,validation,85099B,973,973,973,773
2011-02-14,validation,85099C,448,448,448,448
2011-02-14,validation,85099F,236,236,236,236
2011-02-14,validation,85123A,327,327,327,327
2011-02-21,validation,15036,128,128,128,128
2011-02-21,validation,16014,1,1,1,1
2011-02-21,validation,17003,0,0,0,0
2011-02-21,validation,20725,259,259,259,259
2011-02-21,validation,21212,550,550,550,550
2011-02-21,validation,21213,184,184,184,184
2011-02-21,validation,21232,439,439,439,439
2011-02-21,validation,21977,215,215,215,215
2011-02-21,validation,21980,144,144,144,144
2011-02-21,validation,21982,84,84,84,84
2011-02-21,validation,21984,25,25,25,25
2011-02-21,validation,22086,2,2,2,2
2011-02-21,validation,22178,510,510,510,348
2011-02-21,validation,22197,900,900,900,900
2011-02-21,validation,22386,160,160,160,160
2011-02-21,validation,71459,240,240,240,240
2011-02-21,validation,84077,257,257,257,257
2011-02-21,validation,84270,0,0,0,0
2011-02-21,validation,84347,6,6,6,6
2011-02-21,validation,84568,295,295,295,295
2011-02-21,validation,84598,11,11,11,11
2011-02-21,validation,84755,297,297,297,297
2011-02-21,validation,84879,328,328,328,328
2011-02-21,validation,84946,160,160,160,160
2011-02-21,validation,84991,170,170,170,170
2011-02-21,validation,84992,225,225,225,225
2011-02-21,validation,85099B,600,600,600,600
2011-02-21,validation,85099C,84,84,84,84
2011-02-21,validation,85099F,76,76,76,76
2011-02-21,validation,85123A,327,327,327,327
2011-02-28,validation,15036,91,91,91,91
2011-02-28,validation,16014,0,0,0,0
2011-02-28,validation,17003,144,144,144,144
2011-02-28,validation,20725,155,155,155,155
2011-02-28,validation,21212,521,521,521,521
2011-02-28,validation,21213,292,292,292,292
2011-02-28,validation,21232,306,306,306,306
2011-02-28,validation,21977,228,228,228,228
2011-02-28,validation,21980,6,6,6,6
2011-02-28,validation,21982,37,37,37,37
2011-02-28,validation,21984,24,24,24,24
2011-02-28,validation,22086,45,45,45,45
2011-02-28,validation,22178,394,394,394,394
2011-02-28,validation,22197,298,298,298,298
2011-02-28,validation,22386,154,154,154,154
2011-02-28,validation,71459,184,184,184,184
2011-02-28,validation,84077,1584,1584,1584,1584
2011-02-28,validation,84270,0,0,0,0
2011-02-28,validation,84347,3,3,3,3
2011-02-28,validation,84568,337,337,337,337
2011-02-28,validation,84598,18,18,18,18
2011-02-28,validation,84755,116,116,116,116
2011-02-28,validation,84879,181,181,181,181
2011-02-28,validation,84946,231,231,231,231
2011-02-28,validation,84991,134,134,134,134
2011-02-28,validation,84992,147,147,147,147
2011-02-28,validation,85099B,574,574,574,574
2011-02-28,validation,85099C,98,98,98,98
2011-02-28,validation,85099F,265,265,265,265
2011-02-28,validation,85123A,368,368,368,368
2011-03-07,validation,15036,369,369,369,369
2011-03-07,validation,16014,0,0,0,0
2011-03-07,validation,17003,252,252,252,252
2011-03-07,validation,20725,98,98,98,98
2011-03-07,validation,21212,526,525,526,526
2011-03-07,validation,21213,128,128,128,128
2011-03-07,validation,21232,304,304,304,304
2011-03-07,validation,21977,396,396,396,396
2011-03-07,validation,21980,40,40,40,40
2011-03-07,validation,21982,37,37,37,37
2011-03-07,validation,21984,12,12,12,12
2011-03-07,validation,22086,1,1,1,1
2011-03-07,validation,22178,290,290,290,290
2011-03-07,validation,22197,731,731,731,731
2011-03-07,validation,22386,354,354,354,354
2011-03-07,validation,71459,192,192,192,192
2011-03-07,validation,84077,1200,1200,1200,1200
2011-03-07,validation,84270,0,0,0,0
2011-03-07,validation,84347,2,2,2,2
2011-03-07,validation,84568,3,3,3,3
2011-03-07,validation,84598,0,0,0,0
2011-03-07,validation,84755,472,472,472,472
2011-03-07,validation,84879,610,610,610,610
2011-03-07,validation,84946,91,91,91,91
2011-03-07,validation,84991,334,334,334,334
2011-03-07,validation,84992,105,104,105,105
2011-03-07,validation,85099B,698,698,698,498
2011-03-07,validation,85099C,265,265,265,265
2011-03-07,validation,85099F,381,381,381,381
2011-03-07,validation,85123A,430,430,430,430
2011-03-14,validation,15036,1330,1330,1330,1330
2011-03-14,validation,16014,60,60,60,60
2011-03-14,validation,17003,2196,2196,2196,2196
2011-03-14,validation,20725,268,267,268,268
2011-03-14,validation,21212,799,799,799,799
2011-03-14,validation,21213,100,100,100,100
2011-03-14,validation,21232,74,74,74,74
2011-03-14,validation,21977,623,599,623,623
2011-03-14,validation,21980,48,48,48,48
2011-03-14,validation,21982,99,99,99,99
2011-03-14,validation,21984,24,24,24,24
2011-03-14,validation,22086,0,0,0,0
2011-03-14,validation,22178,642,642,642,564
2011-03-14,validation,22197,435,435,435,435
2011-03-14,validation,22386,1083,1083,1083,483
2011-03-14,validation,71459,392,392,392,392
2011-03-14,validation,84077,480,480,480,480
2011-03-14,validation,84270,0,0,0,0
2011-03-14,validation,84347,5,5,5,5
2011-03-14,validation,84568,47,47,47,47
2011-03-14,validation,84598,23,23,23,23
2011-03-14,validation,84755,156,148,156,156
2011-03-14,validation,84879,960,960,955,960
2011-03-14,validation,84946,396,396,396,396
2011-03-14,validation,84991,514,514,514,514
2011-03-14,validation,84992,616,616,616,376
2011-03-14,validation,85099B,1546,1546,1546,546
2011-03-14,validation,85099C,697,697,697,397
2011-03-14,validation,85099F,1012,1012,1012,312
2011-03-14,validation,85123A,446,446,446,446
2011-03-21,validation,15036,99,99,99,99
2011-03-21,validation,16014,1000,1000,1000,1000
2011-03-21,validation,17003,48,48,48,48
2011-03-21,validation,20725,336,336,336,336
2011-03-21,validation,21212,383,383,383,383
2011-03-21,validation,21213,160,160,160,160
2011-03-21,validation,21232,271,271,271,271
2011-03-21,validation,21977,384,384,384,384
2011-03-21,validation,21980,90,90,90,90
2011-03-21,validation,21982,102,102,102,102
2011-03-21,validation,21984,28,28,28,28
2011-03-21,validation,22086,42,42,42,42
2011-03-21,validation,22178,526,526,526,526
2011-03-21,validation,22197,225,225,225,225
2011-03-21,validation,22386,576,576,576,576
