scenario_id,policy,week_start_utc,queue,dedicated_staff,flex_staff,actual_intake,opening_backlog,capacity,processed,ending_backlog,older_backlog,unprocessed_share
36-100-100,hindsight,2025-08-11,privacy,0,3,151,509,72,72,588,437,0.8909090909090909
36-100-100,hindsight,2025-08-18,billing,0,13,1442,6745,624,624,7563,6121,0.9237816049835105
36-100-100,hindsight,2025-08-18,technical,0,20,1369,6652,640,640,7381,6012,0.9202094501932427
36-100-100,hindsight,2025-08-18,privacy,0,3,165,588,72,72,681,516,0.9043824701195219
36-100-100,hindsight,2025-08-25,billing,0,14,1489,7563,672,672,8380,6891,0.9257622624834291
36-100-100,hindsight,2025-08-25,technical,0,19,1275,7381,608,608,8048,6773,0.9297597042513863
36-100-100,hindsight,2025-08-25,privacy,0,3,130,681,72,72,739,609,0.9112207151664612
36-100-100,hindsight,2025-09-01,billing,0,14,1465,8380,672,672,9173,7708,0.931742001015744
36-100-100,hindsight,2025-09-01,technical,0,19,1258,8048,608,608,8698,7440,0.9346658070062326
36-100-100,hindsight,2025-09-01,privacy,0,3,106,739,72,72,773,667,0.914792899408284
36-100-100,hindsight,2025-09-08,billing,0,14,1506,9173,672,672,10007,8501,0.9370727596216875
36-100-100,hindsight,2025-09-08,technical,0,19,1327,8698,608,608,9417,8090,0.9393516209476309
36-100-100,hindsight,2025-09-08,privacy,0,3,114,773,72,72,815,701,0.9188275084554679
36-100-125,fixed,2025-06-23,billing,0,14,1510,0,840,840,670,0,0.44370860927152317
36-100-125,fixed,2025-06-23,technical,0,19,1591,0,760,760,831,0,0.5223130106851037
36-100-125,fixed,2025-06-23,privacy,0,3,152,0,90,90,62,0,0.40789473684210525
36-100-125,fixed,2025-06-30,billing,0,14,1238,670,840,840,1068,0,0.559748427672956
36-100-125,fixed,2025-06-30,technical,0,19,1356,831,760,760,1427,71,0.6524919981710106
36-100-125,fixed,2025-06-30,privacy,0,3,123,62,90,90,95,0,0.5135135135135135
36-100-125,fixed,2025-07-07,billing,0,14,1572,1068,840,840,1800,228,0.6818181818181818
36-100-125,fixed,2025-07-07,technical,0,19,1490,1427,760,760,2157,667,0.7394583476174151
36-100-125,fixed,2025-07-07,privacy,0,3,128,95,90,90,133,5,0.5964125560538116
36-100-125,fixed,2025-07-14,billing,0,14,1393,1800,840,840,2353,960,0.7369245223927341
36-100-125,fixed,2025-07-14,technical,0,19,1449,2157,760,760,2846,1397,0.7892401552967276
36-100-125,fixed,2025-07-14,privacy,0,3,134,133,90,90,177,43,0.6629213483146067
36-100-125,fixed,2025-07-21,billing,0,14,1441,2353,840,840,2954,1513,0.7785977859778598
36-100-125,fixed,2025-07-21,technical,0,19,1416,2846,760,760,3502,2086,0.8216799624589395
36-100-125,fixed,2025-07-21,privacy,0,3,146,177,90,90,233,87,0.7213622291021672
36-100-125,fixed,2025-07-28,billing,0,14,1549,2954,840,840,3663,2114,0.8134576948700866
36-100-125,fixed,2025-07-28,technical,0,19,1452,3502,760,760,4194,2742,0.8465886152603956
36-100-125,fixed,2025-07-28,privacy,0,3,158,233,90,90,301,143,0.7698209718670077
36-100-125,fixed,2025-08-04,billing,0,14,1592,3663,840,840,4415,2823,0.840152235965747
36-100-125,fixed,2025-08-04,technical,0,19,1516,4194,760,760,4950,3434,0.8669001751313485
36-100-125,fixed,2025-08-04,privacy,0,3,172,301,90,90,383,211,0.8097251585623678
36-100-125,fixed,2025-08-11,billing,0,14,1442,4415,840,840,5017,3575,0.8565818678504353
36-100-125,fixed,2025-08-11,technical,0,19,1502,4950,760,760,5692,4190,0.8822070675759455
36-100-125,fixed,2025-08-11,privacy,0,3,151,383,90,90,444,293,0.8314606741573034
36-100-125,fixed,2025-08-18,billing,0,14,1442,5017,840,840,5619,4177,0.8699489084997678
36-100-125,fixed,2025-08-18,technical,0,19,1369,5692,760,760,6301,4932,0.8923665203229004
36-100-125,fixed,2025-08-18,privacy,0,3,165,444,90,90,519,354,0.8522167487684729
36-100-125,fixed,2025-08-25,billing,0,14,1489,5619,840,840,6268,4779,0.8818232976927406
36-100-125,fixed,2025-08-25,technical,0,19,1275,6301,760,760,6816,5541,0.8996832101372756
36-100-125,fixed,2025-08-25,privacy,0,3,130,519,90,90,559,429,0.8613251155624037
36-100-125,fixed,2025-09-01,billing,0,14,1465,6268,840,840,6893,5428,0.8913746282167335
36-100-125,fixed,2025-09-01,technical,0,19,1258,6816,760,760,7314,6056,0.9058706960614318
36-100-125,fixed,2025-09-01,privacy,0,3,106,559,90,90,575,469,0.8646616541353384
36-100-125,fixed,2025-09-08,billing,0,14,1506,6893,840,840,7559,6053,0.8999880938206929
36-100-125,fixed,2025-09-08,technical,0,19,1327,7314,760,760,7881,6554,0.9120472167573197
36-100-125,fixed,2025-09-08,privacy,0,3,114,575,90,90,599,485,0.8693759071117562
36-100-125,adaptive,2025-06-23,billing,0,12,1510,0,720,720,790,0,0.5231788079470199
36-100-125,adaptive,2025-06-23,technical,0,21,1591,0,840,840,751,0,0.47203016970458833
36-100-125,adaptive,2025-06-23,privacy,0,3,152,0,90,90,62,0,0.40789473684210525
36-100-125,adaptive,2025-06-30,billing,0,13,1238,790,780,780,1248,10,0.6153846153846154
36-100-125,adaptive,2025-06-30,technical,0,20,1356,751,800,800,1307,0,0.6203132415757
36-100-125,adaptive,2025-06-30,privacy,0,3,123,62,90,90,95,0,0.5135135135135135
36-100-125,adaptive,2025-07-07,billing,0,13,1572,1248,780,780,2040,468,0.723404255319149
36-100-125,adaptive,2025-07-07,technical,0,21,1490,1307,840,840,1957,467,0.6996782266714336
36-100-125,adaptive,2025-07-07,privacy,0,2,128,95,60,60,163,35,0.7309417040358744
36-100-125,adaptive,2025-07-14,billing,0,14,1393,2040,840,840,2593,1200,0.7553160501019517
36-100-125,adaptive,2025-07-14,technical,0,20,1449,1957,800,800,2606,1157,0.7651203758073987
36-100-125,adaptive,2025-07-14,privacy,0,2,134,163,60,60,237,103,0.797979797979798
36-100-125,adaptive,2025-07-21,billing,0,13,1441,2593,780,780,3254,1813,0.8066435299950422
36-100-125,adaptive,2025-07-21,technical,0,20,1416,2606,800,800,3222,1806,0.8010939830929885
36-100-125,adaptive,2025-07-21,privacy,0,3,146,237,90,90,293,147,0.7650130548302873
36-100-125,adaptive,2025-07-28,billing,0,13,1549,3254,780,780,4023,2474,0.8376014990630856
36-100-125,adaptive,2025-07-28,technical,0,20,1452,3222,800,800,3874,2422,0.8288403936670946
36-100-125,adaptive,2025-07-28,privacy,0,3,158,293,90,90,361,203,0.8004434589800443
36-100-125,adaptive,2025-08-04,billing,0,14,1592,4023,840,840,4775,3183,0.8504007123775601
36-100-125,adaptive,2025-08-04,technical,0,20,1516,3874,800,800,4590,3074,0.8515769944341373
36-100-125,adaptive,2025-08-04,privacy,0,2,172,361,60,60,473,301,0.8874296435272045
36-100-125,adaptive,2025-08-11,billing,0,14,1442,4775,840,840,5377,3935,0.8648866012546245
36-100-125,adaptive,2025-08-11,technical,0,19,1502,4590,760,760,5332,3830,0.8752462245567958
36-100-125,adaptive,2025-08-11,privacy,0,3,151,473,90,90,534,383,0.8557692307692307
36-100-125,adaptive,2025-08-18,billing,0,13,1442,5377,780,780,6039,4597,0.8856137263528376
36-100-125,adaptive,2025-08-18,technical,0,20,1369,5332,800,800,5901,4532,0.8806148336069244
36-100-125,adaptive,2025-08-18,privacy,0,3,165,534,90,90,609,444,0.871244635193133
36-100-125,adaptive,2025-08-25,billing,0,13,1489,6039,780,780,6748,5259,0.8963868225292242
36-100-125,adaptive,2025-08-25,technical,0,20,1275,5901,800,800,6376,5101,0.8885172798216276
36-100-125,adaptive,2025-08-25,privacy,0,3,130,609,90,90,649,519,0.878213802435724
36-100-125,adaptive,2025-09-01,billing,0,14,1465,6748,840,840,7373,5908,0.8977231218799464
36-100-125,adaptive,2025-09-01,technical,0,19,1258,6376,760,760,6874,5616,0.9004453759496988
36-100-125,adaptive,2025-09-01,privacy,0,3,106,649,90,90,665,559,0.8807947019867549
36-100-125,adaptive,2025-09-08,billing,0,14,1506,7373,840,840,8039,6533,0.9053947516612231
36-100-125,adaptive,2025-09-08,technical,0,19,1327,6874,760,760,7441,6114,0.9073283745884648
36-100-125,adaptive,2025-09-08,privacy,0,3,114,665,90,90,689,575,0.8844672657252889
36-100-125,optimized,2025-06-23,billing,0,13,1510,0,780,780,730,0,0.48344370860927155
36-100-125,optimized,2025-06-23,technical,0,20,1591,0,800,800,791,0,0.497171590194846
36-100-125,optimized,2025-06-23,privacy,0,3,152,0,90,90,62,0,0.40789473684210525
36-100-125,optimized,2025-06-30,billing,0,13,1238,730,780,780,1188,0,0.6036585365853658
36-100-125,optimized,2025-06-30,technical,0,20,1356,791,800,800,1347,0,0.6273870517000466
36-100-125,optimized,2025-06-30,privacy,0,3,123,62,90,90,95,0,0.5135135135135135
36-100-125,optimized,2025-07-07,billing,0,12,1572,1188,720,720,2040,468,0.7391304347826086
36-100-125,optimized,2025-07-07,technical,0,21,1490,1347,840,840,1997,507,0.703912583715192
36-100-125,optimized,2025-07-07,privacy,0,3,128,95,90,90,133,5,0.5964125560538116
36-100-125,optimized,2025-07-14,billing,0,14,1393,2040,840,840,2593,1200,0.7553160501019517
36-100-125,optimized,2025-07-14,technical,0,20,1449,1997,800,800,2646,1197,0.7678467788740568
36-100-125,optimized,2025-07-14,privacy,0,2,134,133,60,60,207,73,0.7752808988764045
36-100-125,optimized,2025-07-21,billing,0,13,1441,2593,780,780,3254,1813,0.8066435299950422
36-100-125,optimized,2025-07-21,technical,0,20,1416,2646,800,800,3262,1846,0.8030526834071886
36-100-125,optimized,2025-07-21,privacy,0,3,146,207,90,90,263,117,0.7450424929178471
36-100-125,optimized,2025-07-28,billing,0,13,1549,3254,780,780,4023,2474,0.8376014990630856
36-100-125,optimized,2025-07-28,technical,0,20,1452,3262,800,800,3914,2462,0.8302927450148494
36-100-125,optimized,2025-07-28,privacy,0,3,158,263,90,90,331,173,0.7862232779097387
36-100-125,optimized,2025-08-04,billing,0,14,1592,4023,840,840,4775,3183,0.8504007123775601
36-100-125,optimized,2025-08-04,technical,0,19,1516,3914,760,760,4670,3154,0.860036832412523
36-100-125,optimized,2025-08-04,privacy,0,3,172,331,90,90,413,241,0.8210735586481114
36-100-125,optimized,2025-08-11,billing,0,14,1442,4775,840,840,5377,3935,0.8648866012546245
36-100-125,optimized,2025-08-11,technical,0,19,1502,4670,760,760,5412,3910,0.8768632534024627
36-100-125,optimized,2025-08-11,privacy,0,3,151,413,90,90,474,323,0.8404255319148937
36-100-125,optimized,2025-08-18,billing,0,13,1442,5377,780,780,6039,4597,0.8856137263528376
36-100-125,optimized,2025-08-18,technical,0,20,1369,5412,800,800,5981,4612,0.8820233003981713
36-100-125,optimized,2025-08-18,privacy,0,3,165,474,90,90,549,384,0.8591549295774648
36-100-125,optimized,2025-08-25,billing,0,13,1489,6039,780,780,6748,5259,0.8963868225292242
36-100-125,optimized,2025-08-25,technical,0,20,1275,5981,800,800,6456,5181,0.8897464167585446
36-100-125,optimized,2025-08-25,privacy,0,3,130,549,90,90,589,459,0.8674521354933726
36-100-125,optimized,2025-09-01,billing,0,14,1465,6748,840,840,7373,5908,0.8977231218799464
36-100-125,optimized,2025-09-01,technical,0,19,1258,6456,760,760,6954,5696,0.9014778325123153
36-100-125,optimized,2025-09-01,privacy,0,3,106,589,90,90,605,499,0.8705035971223022
36-100-125,optimized,2025-09-08,billing,0,14,1506,7373,840,840,8039,6533,0.9053947516612231
36-100-125,optimized,2025-09-08,technical,0,19,1327,6954,760,760,7521,6194,0.9082236444873808
36-100-125,optimized,2025-09-08,privacy,0,3,114,605,90,90,629,515,0.874826147426982
36-100-125,hindsight,2025-06-23,billing,0,13,1510,0,780,780,730,0,0.48344370860927155
36-100-125,hindsight,2025-06-23,technical,0,20,1591,0,800,800,791,0,0.497171590194846
36-100-125,hindsight,2025-06-23,privacy,0,3,152,0,90,90,62,0,0.40789473684210525
36-100-125,hindsight,2025-06-30,billing,0,13,1238,730,780,780,1188,0,0.6036585365853658
36-100-125,hindsight,2025-06-30,technical,0,20,1356,791,800,800,1347,0,0.6273870517000466
36-100-125,hindsight,2025-06-30,privacy,0,3,123,62,90,90,95,0,0.5135135135135135
36-100-125,hindsight,2025-07-07,billing,0,13,1572,1188,780,780,1980,408,0.717391304347826
36-100-125,hindsight,2025-07-07,technical,0,20,1490,1347,800,800,2037,547,0.7180119844906592
36-100-125,hindsight,2025-07-07,privacy,0,3,128,95,90,90,133,5,0.5964125560538116
36-100-125,hindsight,2025-07-14,billing,0,13,1393,1980,780,780,2593,1200,0.7687518529498962
36-100-125,hindsight,2025-07-14,technical,0,20,1449,2037,800,800,2686,1237,0.7705106138841079
36-100-125,hindsight,2025-07-14,privacy,0,3,134,133,90,90,177,43,0.6629213483146067
36-100-125,hindsight,2025-07-21,billing,0,13,1441,2593,780,780,3254,1813,0.8066435299950422
36-100-125,hindsight,2025-07-21,technical,0,20,1416,2686,800,800,3302,1886,0.8049731838127743
36-100-125,hindsight,2025-07-21,privacy,0,3,146,177,90,90,233,87,0.7213622291021672
36-100-125,hindsight,2025-07-28,billing,0,13,1549,3254,780,780,4023,2474,0.8376014990630856
36-100-125,hindsight,2025-07-28,technical,0,20,1452,3302,800,800,3954,2502,0.8317206562894405
36-100-125,hindsight,2025-07-28,privacy,0,3,158,233,90,90,301,143,0.7698209718670077
36-100-125,hindsight,2025-08-04,billing,0,14,1592,4023,840,840,4775,3183,0.8504007123775601
36-100-125,hindsight,2025-08-04,technical,0,19,1516,3954,760,760,4710,3194,0.8610603290676416
36-100-125,hindsight,2025-08-04,privacy,0,3,172,301,90,90,383,211,0.8097251585623678
36-100-125,hindsight,2025-08-11,billing,0,13,1442,4775,780,780,5437,3995,0.8745375583078655
36-100-125,hindsight,2025-08-11,technical,0,20,1502,4710,800,800,5412,3910,0.871216999356085
36-100-125,hindsight,2025-08-11,privacy,0,3,151,383,90,90,444,293,0.8314606741573034
36-100-125,hindsight,2025-08-18,billing,0,13,1442,5437,780,780,6099,4657,0.886611426079372
36-100-125,hindsight,2025-08-18,technical,0,20,1369,5412,800,800,5981,4612,0.8820233003981713
36-100-125,hindsight,2025-08-18,privacy,0,3,165,444,90,90,519,354,0.8522167487684729
36-100-125,hindsight,2025-08-25,billing,0,14,1489,6099,840,840,6748,5259,0.8892988929889298
36-100-125,hindsight,2025-08-25,technical,0,19,1275,5981,760,760,6496,5221,0.8952590959206174
36-100-125,hindsight,2025-08-25,privacy,0,3,130,519,90,90,559,429,0.8613251155624037
36-100-125,hindsight,2025-09-01,billing,0,14,1465,6748,840,840,7373,5908,0.8977231218799464
36-100-125,hindsight,2025-09-01,technical,0,19,1258,6496,760,760,6994,5736,0.9019860717049265
36-100-125,hindsight,2025-09-01,privacy,0,3,106,559,90,90,575,469,0.8646616541353384
36-100-125,hindsight,2025-09-08,billing,0,14,1506,7373,840,840,8039,6533,0.9053947516612231
36-100-125,hindsight,2025-09-08,technical,0,19,1327,6994,760,760,7561,6234,0.9086648239394304
36-100-125,hindsight,2025-09-08,privacy,0,3,114,575,90,90,599,485,0.8693759071117562
48-0-75,fixed,2025-06-23,billing,22,0,1510,0,990,990,520,0,0.3443708609271523
48-0-75,fixed,2025-06-23,technical,21,0,1591,0,630,630,961,0,0.6040226272784412
48-0-75,fixed,2025-06-23,privacy,5,0,152,0,112,112,40,0,0.2631578947368421
48-0-75,fixed,2025-06-30,billing,22,0,1238,520,990,990,768,0,0.43686006825938567
48-0-75,fixed,2025-06-30,technical,21,0,1356,961,630,630,1687,331,0.7280966767371602
48-0-75,fixed,2025-06-30,privacy,5,0,123,40,112,112,51,0,0.3128834355828221
48-0-75,fixed,2025-07-07,billing,22,0,1572,768,990,990,1350,0,0.5769230769230769
48-0-75,fixed,2025-07-07,technical,21,0,1490,1687,630,630,2547,1057,0.8016997167138811
48-0-75,fixed,2025-07-07,privacy,5,0,128,51,112,112,67,0,0.3743016759776536
48-0-75,fixed,2025-07-14,billing,22,0,1393,1350,990,990,1753,360,0.6390812978490703
48-0-75,fixed,2025-07-14,technical,21,0,1449,2547,630,630,3366,1917,0.8423423423423423
48-0-75,fixed,2025-07-14,privacy,5,0,134,67,112,112,89,0,0.4427860696517413
48-0-75,fixed,2025-07-21,billing,22,0,1441,1753,990,990,2204,763,0.6900438321853475
48-0-75,fixed,2025-07-21,technical,21,0,1416,3366,630,630,4152,2736,0.8682559598494354
48-0-75,fixed,2025-07-21,privacy,5,0,146,89,112,112,123,0,0.5234042553191489
48-0-75,fixed,2025-07-28,billing,22,0,1549,2204,990,990,2763,1214,0.7362110311750599
48-0-75,fixed,2025-07-28,technical,21,0,1452,4152,630,630,4974,3522,0.8875802997858673
48-0-75,fixed,2025-07-28,privacy,5,0,158,123,112,112,169,11,0.6014234875444839
48-0-75,fixed,2025-08-04,billing,22,0,1592,2763,990,990,3365,1773,0.7726750861079219
48-0-75,fixed,2025-08-04,technical,21,0,1516,4974,630,630,5860,4344,0.9029275808936826
48-0-75,fixed,2025-08-04,privacy,5,0,172,169,112,112,229,57,0.6715542521994134
48-0-75,fixed,2025-08-11,billing,22,0,1442,3365,990,990,3817,2375,0.7940503432494279
48-0-75,fixed,2025-08-11,technical,21,0,1502,5860,630,630,6732,5230,0.9144254278728606
48-0-75,fixed,2025-08-11,privacy,5,0,151,229,112,112,268,117,0.7052631578947368
48-0-75,fixed,2025-08-18,billing,22,0,1442,3817,990,990,4269,2827,0.8117512835139761
48-0-75,fixed,2025-08-18,technical,21,0,1369,6732,630,630,7471,6102,0.9222318232316998
48-0-75,fixed,2025-08-18,privacy,5,0,165,268,112,112,321,156,0.7413394919168591
48-0-75,fixed,2025-08-25,billing,22,0,1489,4269,990,990,4768,3279,0.8280653004515457
48-0-75,fixed,2025-08-25,technical,21,0,1275,7471,630,630,8116,6841,0.9279670706608736
48-0-75,fixed,2025-08-25,privacy,5,0,130,321,112,112,339,209,0.7516629711751663
48-0-75,fixed,2025-09-01,billing,22,0,1465,4768,990,990,5243,3778,0.8411679768971603
48-0-75,fixed,2025-09-01,technical,21,0,1258,8116,630,630,8744,7486,0.9327928312353317
48-0-75,fixed,2025-09-01,privacy,5,0,106,339,112,112,333,227,0.748314606741573
48-0-75,fixed,2025-09-08,billing,22,0,1506,5243,990,990,5759,4253,0.8533116017187732
48-0-75,fixed,2025-09-08,technical,21,0,1327,8744,630,630,9441,8114,0.9374441465594281
48-0-75,fixed,2025-09-08,privacy,5,0,114,333,112,112,335,221,0.7494407158836689
48-0-75,adaptive,2025-06-23,billing,22,0,1510,0,990,990,520,0,0.3443708609271523
48-0-75,adaptive,2025-06-23,technical,21,0,1591,0,630,630,961,0,0.6040226272784412
48-0-75,adaptive,2025-06-23,privacy,5,0,152,0,112,112,40,0,0.2631578947368421
48-0-75,adaptive,2025-06-30,billing,22,0,1238,520,990,990,768,0,0.43686006825938567
48-0-75,adaptive,2025-06-30,technical,21,0,1356,961,630,630,1687,331,0.7280966767371602
48-0-75,adaptive,2025-06-30,privacy,5,0,123,40,112,112,51,0,0.3128834355828221
48-0-75,adaptive,2025-07-07,billing,22,0,1572,768,990,990,1350,0,0.5769230769230769
48-0-75,adaptive,2025-07-07,technical,21,0,1490,1687,630,630,2547,1057,0.8016997167138811
48-0-75,adaptive,2025-07-07,privacy,5,0,128,51,112,112,67,0,0.3743016759776536
48-0-75,adaptive,2025-07-14,billing,22,0,1393,1350,990,990,1753,360,0.6390812978490703
48-0-75,adaptive,2025-07-14,technical,21,0,1449,2547,630,630,3366,1917,0.8423423423423423
48-0-75,adaptive,2025-07-14,privacy,5,0,134,67,112,112,89,0,0.4427860696517413
48-0-75,adaptive,2025-07-21,billing,22,0,1441,1753,990,990,2204,763,0.6900438321853475
48-0-75,adaptive,2025-07-21,technical,21,0,1416,3366,630,630,4152,2736,0.8682559598494354
48-0-75,adaptive,2025-07-21,privacy,5,0,146,89,112,112,123,0,0.5234042553191489
48-0-75,adaptive,2025-07-28,billing,22,0,1549,2204,990,990,2763,1214,0.7362110311750599
48-0-75,adaptive,2025-07-28,technical,21,0,1452,4152,630,630,4974,3522,0.8875802997858673
48-0-75,adaptive,2025-07-28,privacy,5,0,158,123,112,112,169,11,0.6014234875444839
48-0-75,adaptive,2025-08-04,billing,22,0,1592,2763,990,990,3365,1773,0.7726750861079219
48-0-75,adaptive,2025-08-04,technical,21,0,1516,4974,630,630,5860,4344,0.9029275808936826
48-0-75,adaptive,2025-08-04,privacy,5,0,172,169,112,112,229,57,0.6715542521994134
48-0-75,adaptive,2025-08-11,billing,22,0,1442,3365,990,990,3817,2375,0.7940503432494279
48-0-75,adaptive,2025-08-11,technical,21,0,1502,5860,630,630,6732,5230,0.9144254278728606
48-0-75,adaptive,2025-08-11,privacy,5,0,151,229,112,112,268,117,0.7052631578947368
48-0-75,adaptive,2025-08-18,billing,22,0,1442,3817,990,990,4269,2827,0.8117512835139761
48-0-75,adaptive,2025-08-18,technical,21,0,1369,6732,630,630,7471,6102,0.9222318232316998
48-0-75,adaptive,2025-08-18,privacy,5,0,165,268,112,112,321,156,0.7413394919168591
48-0-75,adaptive,2025-08-25,billing,22,0,1489,4269,990,990,4768,3279,0.8280653004515457
48-0-75,adaptive,2025-08-25,technical,21,0,1275,7471,630,630,8116,6841,0.9279670706608736
48-0-75,adaptive,2025-08-25,privacy,5,0,130,321,112,112,339,209,0.7516629711751663
48-0-75,adaptive,2025-09-01,billing,22,0,1465,4768,990,990,5243,3778,0.8411679768971603
48-0-75,adaptive,2025-09-01,technical,21,0,1258,8116,630,630,8744,7486,0.9327928312353317
48-0-75,adaptive,2025-09-01,privacy,5,0,106,339,112,112,333,227,0.748314606741573
48-0-75,adaptive,2025-09-08,billing,22,0,1506,5243,990,990,5759,4253,0.8533116017187732
48-0-75,adaptive,2025-09-08,technical,21,0,1327,8744,630,630,9441,8114,0.9374441465594281
48-0-75,adaptive,2025-09-08,privacy,5,0,114,333,112,112,335,221,0.7494407158836689
48-0-75,optimized,2025-06-23,billing,22,0,1510,0,990,990,520,0,0.3443708609271523
48-0-75,optimized,2025-06-23,technical,21,0,1591,0,630,630,961,0,0.6040226272784412
48-0-75,optimized,2025-06-23,privacy,5,0,152,0,112,112,40,0,0.2631578947368421
48-0-75,optimized,2025-06-30,billing,22,0,1238,520,990,990,768,0,0.43686006825938567
48-0-75,optimized,2025-06-30,technical,21,0,1356,961,630,630,1687,331,0.7280966767371602
48-0-75,optimized,2025-06-30,privacy,5,0,123,40,112,112,51,0,0.3128834355828221
48-0-75,optimized,2025-07-07,billing,22,0,1572,768,990,990,1350,0,0.5769230769230769
48-0-75,optimized,2025-07-07,technical,21,0,1490,1687,630,630,2547,1057,0.8016997167138811
48-0-75,optimized,2025-07-07,privacy,5,0,128,51,112,112,67,0,0.3743016759776536
48-0-75,optimized,2025-07-14,billing,22,0,1393,1350,990,990,1753,360,0.6390812978490703
48-0-75,optimized,2025-07-14,technical,21,0,1449,2547,630,630,3366,1917,0.8423423423423423
48-0-75,optimized,2025-07-14,privacy,5,0,134,67,112,112,89,0,0.4427860696517413
48-0-75,optimized,2025-07-21,billing,22,0,1441,1753,990,990,2204,763,0.6900438321853475
48-0-75,optimized,2025-07-21,technical,21,0,1416,3366,630,630,4152,2736,0.8682559598494354
48-0-75,optimized,2025-07-21,privacy,5,0,146,89,112,112,123,0,0.5234042553191489
48-0-75,optimized,2025-07-28,billing,22,0,1549,2204,990,990,2763,1214,0.7362110311750599
48-0-75,optimized,2025-07-28,technical,21,0,1452,4152,630,630,4974,3522,0.8875802997858673
48-0-75,optimized,2025-07-28,privacy,5,0,158,123,112,112,169,11,0.6014234875444839
48-0-75,optimized,2025-08-04,billing,22,0,1592,2763,990,990,3365,1773,0.7726750861079219
48-0-75,optimized,2025-08-04,technical,21,0,1516,4974,630,630,5860,4344,0.9029275808936826
48-0-75,optimized,2025-08-04,privacy,5,0,172,169,112,112,229,57,0.6715542521994134
48-0-75,optimized,2025-08-11,billing,22,0,1442,3365,990,990,3817,2375,0.7940503432494279
48-0-75,optimized,2025-08-11,technical,21,0,1502,5860,630,630,6732,5230,0.9144254278728606
48-0-75,optimized,2025-08-11,privacy,5,0,151,229,112,112,268,117,0.7052631578947368
48-0-75,optimized,2025-08-18,billing,22,0,1442,3817,990,990,4269,2827,0.8117512835139761
48-0-75,optimized,2025-08-18,technical,21,0,1369,6732,630,630,7471,6102,0.9222318232316998
48-0-75,optimized,2025-08-18,privacy,5,0,165,268,112,112,321,156,0.7413394919168591
48-0-75,optimized,2025-08-25,billing,22,0,1489,4269,990,990,4768,3279,0.8280653004515457
48-0-75,optimized,2025-08-25,technical,21,0,1275,7471,630,630,8116,6841,0.9279670706608736
48-0-75,optimized,2025-08-25,privacy,5,0,130,321,112,112,339,209,0.7516629711751663
48-0-75,optimized,2025-09-01,billing,22,0,1465,4768,990,990,5243,3778,0.8411679768971603
48-0-75,optimized,2025-09-01,technical,21,0,1258,8116,630,630,8744,7486,0.9327928312353317
48-0-75,optimized,2025-09-01,privacy,5,0,106,339,112,112,333,227,0.748314606741573
48-0-75,optimized,2025-09-08,billing,22,0,1506,5243,990,990,5759,4253,0.8533116017187732
48-0-75,optimized,2025-09-08,technical,21,0,1327,8744,630,630,9441,8114,0.9374441465594281
48-0-75,optimized,2025-09-08,privacy,5,0,114,333,112,112,335,221,0.7494407158836689
48-0-75,hindsight,2025-06-23,billing,22,0,1510,0,990,990,520,0,0.3443708609271523
48-0-75,hindsight,2025-06-23,technical,21,0,1591,0,630,630,961,0,0.6040226272784412
48-0-75,hindsight,2025-06-23,privacy,5,0,152,0,112,112,40,0,0.2631578947368421
48-0-75,hindsight,2025-06-30,billing,22,0,1238,520,990,990,768,0,0.43686006825938567
48-0-75,hindsight,2025-06-30,technical,21,0,1356,961,630,630,1687,331,0.7280966767371602
48-0-75,hindsight,2025-06-30,privacy,5,0,123,40,112,112,51,0,0.3128834355828221
48-0-75,hindsight,2025-07-07,billing,22,0,1572,768,990,990,1350,0,0.5769230769230769
48-0-75,hindsight,2025-07-07,technical,21,0,1490,1687,630,630,2547,1057,0.8016997167138811
48-0-75,hindsight,2025-07-07,privacy,5,0,128,51,112,112,67,0,0.3743016759776536
48-0-75,hindsight,2025-07-14,billing,22,0,1393,1350,990,990,1753,360,0.6390812978490703
48-0-75,hindsight,2025-07-14,technical,21,0,1449,2547,630,630,3366,1917,0.8423423423423423
48-0-75,hindsight,2025-07-14,privacy,5,0,134,67,112,112,89,0,0.4427860696517413
48-0-75,hindsight,2025-07-21,billing,22,0,1441,1753,990,990,2204,763,0.6900438321853475
48-0-75,hindsight,2025-07-21,technical,21,0,1416,3366,630,630,4152,2736,0.8682559598494354
48-0-75,hindsight,2025-07-21,privacy,5,0,146,89,112,112,123,0,0.5234042553191489
48-0-75,hindsight,2025-07-28,billing,22,0,1549,2204,990,990,2763,1214,0.7362110311750599
48-0-75,hindsight,2025-07-28,technical,21,0,1452,4152,630,630,4974,3522,0.8875802997858673
48-0-75,hindsight,2025-07-28,privacy,5,0,158,123,112,112,169,11,0.6014234875444839
48-0-75,hindsight,2025-08-04,billing,22,0,1592,2763,990,990,3365,1773,0.7726750861079219
48-0-75,hindsight,2025-08-04,technical,21,0,1516,4974,630,630,5860,4344,0.9029275808936826
48-0-75,hindsight,2025-08-04,privacy,5,0,172,169,112,112,229,57,0.6715542521994134
48-0-75,hindsight,2025-08-11,billing,22,0,1442,3365,990,990,3817,2375,0.7940503432494279
48-0-75,hindsight,2025-08-11,technical,21,0,1502,5860,630,630,6732,5230,0.9144254278728606
48-0-75,hindsight,2025-08-11,privacy,5,0,151,229,112,112,268,117,0.7052631578947368
